,Evenement,ETP Gaussian,CS20 P Mean,CS20 P Rapid,CS20 P Karst,CS672 P Mean,CS672 P Rapid,CS672 P Karst,CS2688 P Mean,CS2688 P Rapid,CS2688 P Karst,CS8064 P Mean,CS8064 P Rapid,CS8064 P Karst,P Mean,P Rapid,P Karst,Toulon,Cap Cepet,Cas. SAPC,Castellet,Ste Baume,Meounes,Cuers,H LasLagoubran,Q Lagoubran,T Lagoubran,H Ragas,T Ragas,C Ragas,H StAntoine,Q StAntoine,T StAntoine,C StAntoine,Rapid Model,Karst Model
2012-11-10 18:15:00,4,4.20868412587621e-07,22.36428571428572,12.849999999999998,29.500000000000004,56.66428571428572,38.75,70.10000000000001,179.2252380952381,140.2722222222222,208.44,0.0,0.0,0.0,1.8928571428571428,1.85,1.9250000000000007,0.6,0.2,4.749999999999999,5.8000000000000025,1.5,0.2,0.2,0.7562391999999996,3.853723821133032,15.739999999999998,123.064,13.89,438.0,0.176,0.2176789510926946,15.74,589.0,0.6899662017822266,0.7313087320185336
2012-11-10 18:30:00,4,4.205047596175253e-07,23.142857142857142,12.933333333333332,30.800000000000004,57.80000000000001,39.0,71.9,180.3609523809524,140.52222222222224,210.24,0.0,0.0,0.0,1.135714285714286,0.25,1.8000000000000005,0.0,0.0,0.75,2.400000000000001,3.2,0.7999999999999999,0.7999999999999999,0.7102143999999981,3.1571341714580585,15.8,123.224,13.89,438.0,0.18,0.2252868696787097,15.74,590.0,0.6667773425579071,0.6760166301222477
2012-11-10 18:45:00,4,4.201413923705132e-07,22.942857142857143,12.933333333333332,30.450000000000003,57.94285714285714,39.0,72.15,180.5323809523809,140.52222222222224,210.54,0.0,0.0,0.0,0.1714285714285714,0.0,0.3,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.666323199999999,2.5462022870293564,15.745,123.504,13.89,438.0,0.185,0.2349403164098376,15.74,590.0,0.6562080681324005,0.7321574499763482
2012-11-10 19:00:00,4,4.1977831064895e-07,22.128571428571423,12.816666666666665,29.112500000000004,58.057142857142864,39.0,72.35,180.64666666666665,140.5222222222222,210.74,0.0,0.0,0.0,0.1142857142857143,0.0,0.2,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.6391103999999999,2.195354272290276,15.65,123.913,13.89,438.0,0.194,0.2527152378749504,15.74,590.0,0.652551531791687,0.7267699312347405
2012-11-10 19:15:00,4,4.194155142553117e-07,22.02142857142857,13.016666666666666,28.775,58.40714285714286,39.38333333333333,72.67500000000001,180.99666666666667,140.90555555555554,211.065,0.0,0.0,0.0,0.35,0.3833333333333333,0.3249999999999999,0.2,0.2,0.7500000000000001,0.7,0.6,0.0,0.0,0.669675999999999,2.5909409791978253,15.575,124.444,13.89,438.0,0.2049999999999999,0.2751288308228218,15.74,590.0,0.658183366060257,0.6668026723108921
2012-11-10 19:30:00,4,4.1905300299218763e-07,21.72857142857143,12.916666666666664,28.33750000000001,58.67142857142857,39.7,72.9,181.26095238095235,141.22222222222223,211.29,0.0,0.0,0.0,0.2642857142857143,0.3166666666666666,0.225,0.2,0.0,0.75,0.5,0.4,0.0,0.0,0.6931455999999994,2.9131333120306766,15.51,124.994,13.89,437.0,0.2179999999999999,0.3025809840439214,15.73,590.0,0.6313217580318451,0.6296896372576388
2012-11-10 19:45:00,4,4.186907766622811e-07,20.92857142857144,12.833333333333332,27.0,58.82857142857144,39.7,73.175,181.41809523809525,141.22222222222223,211.565,0.0,0.0,0.0,0.1571428571428571,0.0,0.2749999999999999,0.0,0.0,0.0,0.4,0.3,0.2,0.2,0.6704860000000004,2.601798278792883,15.435,125.591,13.89,437.0,0.231,0.3310614561691448,15.74,591.0,0.6137621700763702,0.6434444891604947
2012-11-10 20:00:00,4,4.1832883506840577e-07,20.371428571428577,13.033333333333331,25.875,58.985714285714295,39.900000000000006,73.30000000000001,181.5752380952381,141.42222222222222,211.69,0.0,0.0,0.0,0.1571428571428571,0.2,0.125,0.2,0.4,0.0,0.2,0.3,0.0,0.0,0.6415591999999997,2.226018116997244,15.43,126.136,13.89,436.0,0.2449999999999999,0.3628651942224258,15.74,591.0,0.6466196179389954,0.6535740597629116
2012-11-10 20:15:00,4,4.17967178013489e-07,20.300000000000008,13.166666666666666,25.65,59.557142857142864,40.50000000000001,73.85,182.14666666666668,142.0222222222222,212.24,0.0,0.0,0.0,0.5714285714285714,0.6,0.5500000000000002,0.5,0.3,1.0,1.3000000000000005,0.3,0.3,0.3,0.6468931999999992,2.2934382400029176,15.365,126.816,13.89,436.0,0.2579999999999999,0.3934333008065864,15.74,591.0,0.6395952999591827,0.6664080383014248
2012-11-10 20:30:00,4,4.176058053005705e-07,19.250000000000007,12.966666666666663,23.9625,59.88571428571429,40.86666666666666,74.15,182.47523809523813,142.38888888888889,212.54,0.0,0.0,0.0,0.3285714285714286,0.3666666666666667,0.3,0.3,0.3,0.5,0.3,0.1,0.4,0.4,0.6842311999999993,2.788914478007792,15.27,127.656,13.89,437.0,0.273,0.4299253258174335,15.73,591.0,0.6364155411720276,0.7177548012502029
2012-11-10 20:45:00,4,4.172447167328031e-07,16.771428571428576,11.333333333333332,20.85,59.94285714285714,40.93333333333334,74.19999999999999,182.5323809523809,142.45555555555558,212.59,0.0,0.0,0.0,0.0571428571428571,0.0666666666666666,0.05,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.7442579999999985,3.667119858989756,15.18,128.54399999999998,13.89,436.0,0.288,0.4677061657125925,15.74,592.0,0.6978144943714142,0.7888907123168939
2012-11-10 21:00:00,4,4.1688391211344986e-07,15.364285714285716,10.749999999999998,18.825000000000003,60.12857142857143,41.23333333333333,74.3,182.7180952380953,142.75555555555556,212.69,0.0,0.0,0.0,0.1857142857142857,0.3,0.1,0.3,0.1,0.5,0.0,0.0,0.2,0.2,0.7968735999999979,4.512757745588433,15.04,129.44799999999998,13.89,436.0,0.303,0.5067561746594699,15.74,592.0,0.7389284074306488,0.8508927391426928
2012-11-10 21:15:00,4,4.1652339124588963e-07,13.092857142857143,9.666666666666666,15.662500000000003,60.26428571428572,41.36666666666667,74.4375,182.8538095238096,142.88888888888886,212.8275,0.0,0.0,0.0,0.1357142857142857,0.1333333333333333,0.1375,0.2,0.2,0.0,0.55,0.0,0.0,0.0,0.8383263999999997,5.224208427718104,14.81,130.31799999999998,13.89,435.0,0.314,0.5361885012116652,15.74,592.0,0.7407391667366028,0.8767697357476123
2012-11-10 21:30:00,4,4.161631539336105e-07,12.485714285714288,9.633333333333333,14.625000000000002,60.52857142857144,41.33333333333333,74.925,183.18952380952385,143.0222222222222,213.315,0.0,0.0,0.0,0.3357142857142857,0.1333333333333333,0.4874999999999999,0.2,0.2,0.0,0.75,0.7999999999999999,0.2,0.2,0.8910567999999994,6.181120191878984,14.55,131.148,13.89,435.0,0.3269999999999999,0.5718291219212354,15.74,593.0,0.7510582208633423,0.9144369694656368
2012-11-10 21:45:00,4,4.1580319998021444e-07,12.67142857142857,9.166666666666666,15.300000000000004,61.51428571428572,42.1,76.07500000000002,184.2609523809524,143.92222222222222,214.51500000000004,0.0,0.0,0.0,1.0714285714285716,0.9,1.2000000000000002,0.3,0.4,2.0,0.4,1.0,1.7000000000000006,1.7000000000000006,0.9367579999999992,7.052575078603272,14.37,131.946,13.88,435.0,0.3399999999999999,0.6083871200744364,15.73,593.0,0.7735925316810608,0.9696726612698868
2012-11-10 22:00:00,4,4.15443529189415e-07,12.42142857142857,8.583333333333334,15.300000000000004,61.471428571428575,41.333333333333336,76.57500000000002,184.7323809523809,144.35555555555555,215.015,0.0,0.0,0.0,0.4714285714285715,0.4333333333333333,0.5000000000000001,0.1,0.2,1.0,1.2000000000000004,0.2,0.3,0.3,0.9844592,7.998786777414041,14.28,132.626,13.89,434.0,0.3509999999999999,0.6400289748443259,15.74,593.0,0.8208308815956116,1.0334012846978076
2012-11-10 22:15:00,4,4.150841413650393e-07,11.771428571428572,7.800000000000001,14.750000000000004,61.25714285714287,40.333333333333336,76.95000000000002,185.1038095238096,144.72222222222223,215.39000000000004,0.0,0.0,0.0,0.3714285714285715,0.3666666666666667,0.3749999999999999,0.4,0.2,0.5,0.8999999999999999,0.2,0.2,0.2,1.0193587999999991,8.711870252866143,14.175,133.216,13.89,434.0,0.3589999999999999,0.6634448953791119,15.74,594.0,0.8358100950717926,1.068353188874308
2012-11-10 22:30:00,4,4.147250363110236e-07,10.27857142857143,7.6833333333333345,12.225,60.84285714285715,39.266666666666666,77.025,185.27523809523808,144.95555555555555,215.515,0.0,0.0,0.0,0.1714285714285714,0.2333333333333333,0.125,0.0,0.2,0.5,0.5,0.0,0.0,0.0,1.0498575999999993,9.34767072651088,14.11,133.69799999999998,13.89,434.0,0.37,0.6961916928909765,15.74,594.0,0.8431873917579651,1.10130534709693
2012-11-10 22:45:00,4,4.1436621383142043e-07,9.62857142857143,7.499999999999999,11.225,60.57142857142858,38.633333333333326,77.025,185.41809523809525,145.02222222222218,215.71500000000003,0.0,0.0,0.0,0.1428571428571428,0.0666666666666666,0.1999999999999999,0.2,0.0,0.0,0.5,0.1,0.1,0.1,1.0760224000000012,9.901454514681738,14.08,134.101,13.89,434.0,0.381,0.7295694069708266,15.74,595.0,0.8559108972549438,1.1243211015118064
2012-11-10 23:00:00,4,4.140076737303899e-07,9.492857142857142,7.466666666666667,11.0125,60.771428571428565,38.46666666666667,77.5,185.93238095238087,145.1888888888889,216.49,0.0,0.0,0.0,0.5142857142857142,0.1666666666666666,0.7749999999999999,0.0,0.0,0.5,0.1,2.4,0.3,0.3,1.0900432000000002,10.201063884331306,14.06,134.621,13.89,433.0,0.39,0.7573433366276139,15.75,595.0,0.8451903164386749,1.131662240627034
2012-11-10 23:15:00,4,4.136494158122077e-07,9.042857142857144,6.766666666666668,10.750000000000002,60.92857142857143,38.400000000000006,77.825,186.3752380952381,145.1888888888889,217.26500000000004,0.0,0.0,0.0,0.4428571428571429,0.0,0.7750000000000001,0.0,0.0,0.0,0.0,3.1000000000000005,0.0,0.0,1.111855199999999,10.670746455718998,14.045,135.13299999999998,13.89,433.0,0.396,0.7760899288172879,15.74,595.0,0.8352273106575012,1.134418125730048
2012-11-10 23:30:00,4,4.132914398812606e-07,7.235714285714287,4.983333333333333,8.925,60.78571428571429,38.333333333333336,77.625,186.4609523809524,145.25555555555556,217.365,0.0,0.0,0.0,0.0857142857142857,0.0666666666666666,0.1,0.0,0.2,0.0,0.0,0.4,0.0,0.0,1.1290095999999998,11.042924389101222,14.05,135.634,13.89,433.0,0.407,0.8109342109283735,15.74,595.0,0.8552763760089874,1.1368996601047088
2012-11-10 23:45:00,4,4.129337457420457e-07,6.185714285714286,4.8,7.225,60.78571428571429,38.4,77.575,186.54666666666668,145.32222222222222,217.465,0.0,0.0,0.0,0.0857142857142857,0.0666666666666666,0.1,0.2,0.0,0.0,0.0,0.0,0.2,0.2,1.143658799999999,11.362498665320356,14.065,136.076,13.89,432.0,0.412,0.8269746410463131,15.74,596.0,0.8398920893669128,1.1514472385348846
2012-11-11 00:00:00,4,4.125763331991741e-07,6.014285714285714,4.8,6.925000000000001,60.72857142857143,38.4,77.475,186.54666666666668,145.32222222222222,217.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1590512000000004,11.69985113734251,14.07,136.45600000000002,13.89,432.0,0.417,0.8431406215420376,15.74,597.0,0.8347562849521637,1.1733054483957923
2012-11-11 00:15:00,4,4.122192020573672e-07,6.014285714285713,4.799999999999999,6.925,60.84285714285716,38.4,77.67500000000001,186.6609523809524,145.3222222222222,217.665,0.0,0.0,0.0,0.1142857142857143,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.1805771999999983,12.17400273631992,14.085,136.74,13.89,431.0,0.425,0.8692659726227773,15.74,597.0,0.8525104224681854,1.209074361469014
2012-11-11 00:30:00,4,4.118623521214594e-07,5.778571428571428,4.55,6.7,60.900000000000006,38.53333333333333,77.67500000000001,186.77523809523808,145.45555555555552,217.76500000000004,0.0,0.0,0.0,0.1142857142857143,0.1333333333333333,0.1,0.0,0.4,0.0,0.0,0.0,0.2,0.2,1.1901783999999989,12.386270462328644,14.09,136.97,13.89,430.0,0.433,0.8957091228031473,15.74,597.0,0.8543217778205872,1.2275040609539452
2012-11-11 00:45:00,4,4.115057831963954e-07,5.599999999999999,4.233333333333333,6.625,60.985714285714295,38.53333333333333,77.825,186.8609523809524,145.45555555555552,217.915,0.0,0.0,0.0,0.0857142857142857,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.2031323999999994,12.673328225002036,14.085,137.12,13.88,429.0,0.438,0.9123965041553732,15.74,597.0,0.8557559549808502,1.245964704987589
2012-11-11 01:00:00,4,4.1114949508723385e-07,5.471428571428571,4.233333333333333,6.4,61.01428571428572,38.53333333333333,77.87500000000001,186.88952380952372,145.45555555555552,217.96500000000003,0.0,0.0,0.0,0.0285714285714285,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.2172576000000002,12.987100325967509,14.08,137.213,13.88,429.0,0.443,0.9292066478483404,15.73,598.0,0.858081042766571,1.2624772986663817
2012-11-11 01:15:00,4,4.107934875991423e-07,5.37142857142857,4.033333333333333,6.375,61.07142857142857,38.53333333333333,77.97500000000001,186.88952380952384,145.45555555555555,217.965,0.0,0.0,0.0,0.0571428571428571,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.2262491999999998,13.187191409949447,14.09,137.263,13.88,429.0,0.4479999999999999,0.9461390328166616,15.74,599.0,0.856094479560852,1.2673872884133228
2012-11-11 01:30:00,4,4.104377605374027e-07,4.799999999999999,3.433333333333333,5.825,61.02857142857143,38.53333333333333,77.9,186.8895238095238,145.45555555555552,217.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2360216000000008,13.404923766527329,14.08,137.245,13.88,429.0,0.4509999999999999,0.9563569246138148,15.73,599.0,0.8604859709739685,1.273099943348524
2012-11-11 01:45:00,4,4.100823137074055e-07,4.471428571428572,3.0666666666666664,5.525,60.98571428571428,38.53333333333333,77.825,186.8895238095238,145.45555555555555,217.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2435747999999989,13.573374587948129,14.075,137.20600000000002,13.88,429.0,0.4549999999999999,0.9700487548717353,15.74,600.0,0.8625749945640564,1.2687528531453447
2012-11-11 02:00:00,4,4.097271469146567e-07,4.414285714285715,3.0,5.475,60.92857142857143,38.53333333333333,77.725,186.88952380952384,145.45555555555552,217.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2442512000000008,13.588465753840804,14.07,137.105,13.88,430.0,0.4609999999999999,0.9907316309143396,15.74,600.0,0.8598138689994812,1.2578263694001934
2012-11-11 02:15:00,4,4.0937225996476905e-07,4.285714285714286,2.7,5.475,60.957142857142856,38.53333333333333,77.775,186.9466666666667,145.45555555555555,218.065,0.0,0.0,0.0,0.0571428571428571,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.2466895999999998,13.642876676135394,14.08,136.935,13.88,430.0,0.4659999999999999,1.0080998423274965,15.74,600.0,0.860785722732544,1.2554682491668696
2012-11-11 02:30:00,4,4.090176526634712e-07,4.15,2.566666666666667,5.3375,60.957142857142856,38.53333333333333,77.775,186.94666666666663,145.45555555555552,218.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2466895999999998,13.642876676135394,14.09,136.755,13.88,430.0,0.4689999999999999,1.0185783549905325,15.74,601.0,0.860377699136734,1.2568921352718774
2012-11-11 02:45:00,4,4.086633248165998e-07,3.8142857142857145,2.433333333333333,4.85,60.957142857142856,38.53333333333333,77.775,186.94666666666663,145.45555555555552,218.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2497188,13.710486950246324,14.095,136.593,13.88,431.0,0.4729999999999999,1.0326166662175842,15.74,602.0,0.8618403673171997,1.2642111399334373
2012-11-11 03:00:00,4,4.083092762301051e-07,2.857142857142857,1.8,3.65,61.04285714285714,38.8,77.725,187.0609523809524,145.72222222222223,218.065,0.0,0.0,0.0,0.1142857142857143,0.2666666666666666,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,1.2498711999999994,13.713888895186678,14.1,136.393,13.88,430.0,0.4769999999999999,1.0467312729365623,15.74,602.0,0.8562645614147186,1.2627105841583248
2012-11-11 03:15:00,4,4.0795550671004793e-07,2.8714285714285714,2.5,3.15,61.5,39.93333333333333,77.675,187.54666666666665,146.85555555555555,218.065,0.0,0.0,0.0,0.4857142857142857,1.1333333333333333,0.0,2.3,1.1,0.0,0.0,0.0,0.0,0.0,1.244556000000001,13.595266459661335,14.1,136.205,13.88,430.0,0.4789999999999999,1.053817108682363,15.74,603.0,0.8424723744392395,1.2519072233116997
2012-11-11 03:30:00,4,4.076020160625999e-07,2.6142857142857143,2.2,2.9250000000000003,61.614285714285714,40.0,77.825,187.6609523809524,146.92222222222222,218.215,0.0,0.0,0.0,0.1142857142857143,0.0666666666666666,0.15,0.1,0.1,0.0,0.2,0.0,0.2,0.2,1.2498231999999998,13.7128174119279,14.11,135.996,13.88,430.0,0.4809999999999999,1.0609219244157897,15.73,603.0,0.8700089454650879,1.2681546404106985
2012-11-11 03:45:00,4,4.072488040940446e-07,2.9785714285714286,2.55,3.3,62.06428571428571,40.583333333333336,78.175,188.19666666666663,147.50555555555553,218.715,0.0,0.0,0.0,0.5357142857142857,0.5833333333333334,0.5,0.0,0.0,1.75,0.0,0.4,0.7999999999999999,0.7999999999999999,1.2446415999999996,13.597176403592258,14.114999999999998,135.766,13.87,430.0,0.4829999999999999,1.0680456890725,15.73,604.0,0.8668453097343445,1.2839725471735632
2012-11-11 04:00:00,4,4.068958706107762e-07,4.042857142857143,3.7,4.3,63.27142857142857,41.8,79.375,189.4038095238096,148.72222222222223,219.915,0.0,0.0,0.0,1.207142857142857,1.2166666666666668,1.2,0.3,1.6,1.75,0.6,0.2,2.0,2.0,1.2533472000000003,13.791492885605848,14.12,135.518,13.87,430.0,0.4859999999999999,1.078766797605654,15.73,604.0,0.8719863891601562,1.3163981383931471
2012-11-11 04:15:00,4,4.065432154193004e-07,6.292857142857142,9.249999999999998,4.075,66.03571428571428,47.51666666666666,79.925,192.16809523809525,154.43888888888887,220.465,0.0,0.0,0.0,2.7642857142857133,5.716666666666665,0.5499999999999999,3.6,13.549999999999995,0.0,0.2,0.4,0.7999999999999999,0.7999999999999999,1.2865704000000004,14.533942511720436,14.17,135.25799999999998,13.87,430.0,0.4889999999999999,1.0895303675833965,15.74,604.0,0.8808835744857788,1.3290374211122298
2012-11-11 04:30:00,4,4.061908383262336e-07,7.042857142857142,11.9,3.4,67.22857142857143,50.16666666666666,80.025,193.3609523809524,157.08888888888887,220.565,0.0,0.0,0.0,1.192857142857143,2.650000000000001,0.1,0.7999999999999999,7.150000000000002,0.0,0.0,0.0,0.2,0.2,1.318612,15.250099207286096,14.21,134.982,13.87,431.0,0.493,1.1039476666131205,15.74,605.0,0.941160887479782,1.3306408584104743
2012-11-11 04:45:00,4,4.058387391383046e-07,8.057142857142857,12.499999999999998,4.725,68.3,50.83333333333333,81.4,194.4609523809524,157.75555555555553,221.99,0.0,0.0,0.0,1.1,0.6666666666666666,1.425,1.6,0.4,0.0,0.0,0.0,2.85,2.85,1.2949523999999997,14.721340966000769,14.2,134.708,13.87,431.0,0.493,1.1039476666131205,15.74,605.0,0.9060880839824677,1.2863651796800395
2012-11-11 05:00:00,4,4.054869176623508e-07,9.128571428571428,12.566666666666665,6.549999999999999,69.45714285714286,50.96666666666666,83.32499999999999,195.61809523809524,157.88888888888889,223.915,0.0,0.0,0.0,1.1571428571428568,0.1333333333333333,1.925,0.2,0.2,0.0,0.0,0.0,3.849999999999999,3.849999999999999,1.2816936000000003,14.424911802418563,14.18,134.408,13.87,431.0,0.495,1.1111844785731924,15.74,605.0,0.8494861721992493,1.3208513866010874
2012-11-11 05:15:00,4,4.051353737053229e-07,9.64285714285714,12.566666666666665,7.449999999999999,69.97142857142856,50.96666666666666,84.225,196.13238095238097,157.88888888888886,224.815,0.0,0.0,0.0,0.5142857142857145,0.0,0.9000000000000002,0.0,0.0,0.0,0.0,0.0,1.8000000000000005,1.8000000000000005,1.2844368,14.486240994815722,14.175,134.138,13.87,431.0,0.499,1.1257142758519745,15.74,605.0,0.8606982529163361,1.3420049344797766
2012-11-11 05:30:00,4,4.047841070742806e-07,9.814285714285711,12.633333333333333,7.7,70.25714285714285,51.03333333333333,84.67500000000001,196.41809523809525,157.95555555555555,225.265,0.0,0.0,0.0,0.2857142857142857,0.0666666666666666,0.4499999999999999,0.2,0.0,0.0,0.0,0.0,0.8999999999999999,0.8999999999999999,1.2728920000000006,14.228157075897323,14.19,133.882,13.87,432.0,0.502,1.1366606568476498,15.74,605.0,0.8780385553836823,1.298097022609456
2012-11-11 05:45:00,4,4.044331175763968e-07,10.085714285714284,12.666666666666664,8.15,70.64285714285714,51.2,85.22500000000001,196.80380952380955,158.1222222222222,225.815,0.0,0.0,0.0,0.3857142857142857,0.1666666666666666,0.5499999999999999,0.0,0.0,0.5,0.1,0.3,0.8999999999999999,0.8999999999999999,1.266271999999999,14.080206283294537,14.185,133.63299999999998,13.87,432.0,0.5049999999999999,1.1476489537508368,15.74,605.0,0.8774891495704651,1.2468510296734276
2012-11-11 06:00:00,4,4.040824050189527e-07,10.528571428571428,13.166666666666666,8.55,71.17142857142858,51.7,85.775,197.33238095238096,158.6222222222222,226.365,0.0,0.0,0.0,0.5285714285714286,0.5,0.55,0.5,0.0,1.0,0.8999999999999999,0.3,0.5,0.5,1.2673679999999994,14.104698072548144,14.18,133.428,13.87,432.0,0.51,1.1660556554013928,15.74,605.0,0.8559273183345795,1.223032974123806
2012-11-11 06:15:00,4,4.03731969209342e-07,10.728571428571428,13.23333333333333,8.85,71.39999999999999,51.766666666666666,86.125,197.5609523809524,158.68888888888887,226.715,0.0,0.0,0.0,0.2285714285714285,0.0666666666666666,0.35,0.2,0.0,0.0,0.0,0.0,0.7,0.7,1.3272612000000006,15.4432320427645,14.215,133.268,13.87,432.0,0.5089999999999999,1.1623650450193224,15.74,604.0,0.8975038230419159,1.2853734979071718
2012-11-11 06:30:00,4,4.033818099550682e-07,10.757142857142856,13.366666666666664,8.8,71.48571428571428,51.89999999999999,86.175,197.64666666666665,158.82222222222225,226.765,0.0,0.0,0.0,0.0857142857142857,0.1333333333333333,0.05,0.2,0.2,0.0,0.0,0.0,0.1,0.1,1.3008959999999998,14.854212219314515,14.22,133.148,13.87,432.0,0.516,1.18829636959254,15.73,604.0,0.9034841060638428,1.2557083788648813
2012-11-11 06:45:00,4,4.030319270637463e-07,11.085714285714284,14.066666666666665,8.85,71.81428571428572,52.6,86.225,197.97523809523813,159.5222222222222,226.815,0.0,0.0,0.0,0.3285714285714286,0.7000000000000001,0.05,1.9,0.2,0.0,0.0,0.0,0.1,0.1,1.2433179999999986,13.56764537221942,14.205,133.07299999999998,13.87,432.0,0.5189999999999999,1.1994789524331877,15.73,603.0,0.8570589423179626,1.2100752902011442
2012-11-11 07:00:00,4,4.026823203431019e-07,11.414285714285713,14.23333333333333,9.3,72.14285714285714,52.766666666666666,86.675,198.30380952380955,159.6888888888889,227.265,0.0,0.0,0.0,0.3285714285714285,0.1666666666666666,0.45,0.5,0.0,0.0,0.0,0.4,0.7,0.7,1.2257920000000002,13.177011314388077,14.2,133.033,13.87,433.0,0.524,1.2182084372800086,15.74,602.0,0.8637338280677795,1.214005029455566
2012-11-11 07:15:00,4,4.023329896009698e-07,12.04285714285714,14.233333333333327,10.4,72.77142857142857,52.766666666666666,87.775,198.93238095238092,159.68888888888887,228.365,0.0,0.0,0.0,0.6285714285714288,0.0,1.1000000000000003,0.0,0.0,0.0,0.3,0.7,1.7000000000000006,1.7000000000000006,1.251090399999999,13.74110595232235,14.205,132.993,13.87,433.0,0.5249999999999999,1.2219680787400191,15.74,601.0,0.8770870566368103,1.2446364193354285
2012-11-11 07:30:00,4,4.01983934645298e-07,12.642857142857142,14.233333333333327,11.45,73.42857142857143,52.766666666666666,88.925,199.58952380952385,159.68888888888887,229.515,0.0,0.0,0.0,0.6571428571428571,0.0,1.15,0.0,0.0,0.0,0.3,1.2999999999999998,1.5,1.5,1.2358504000000003,13.401107226686731,14.21,132.983,13.87,433.0,0.5329999999999999,1.2522095415954633,15.74,600.0,0.8497536480426788,1.2559423924638533
2012-11-11 07:45:00,4,4.01635155284142e-07,13.4,14.233333333333333,12.775,74.18571428571428,52.76666666666666,90.25,200.34666666666664,159.68888888888887,230.84000000000003,0.0,0.0,0.0,0.7571428571428575,0.0,1.3250000000000006,0.0,0.0,0.0,0.0,1.5000000000000009,1.9000000000000008,1.9000000000000008,1.2430132,13.560845456097743,14.2,133.013,13.87,434.0,0.54,1.2789094757541597,15.75,598.0,0.8670302629470825,1.276362008457777
2012-11-11 08:00:00,4,4.012866513256708e-07,14.357142857142858,14.566666666666665,14.2,75.14285714285714,53.1,91.675,201.30380952380952,160.0222222222222,232.265,0.0,0.0,0.0,0.9571428571428572,0.3333333333333333,1.4249999999999998,0.0,0.0,1.0,2.2999999999999994,1.6,0.8999999999999999,0.8999999999999999,1.3596471999999995,16.164944256387376,14.2,133.03,13.86,434.0,0.5429999999999999,1.2904201742132453,15.75,598.0,0.9172381460666656,1.3771420690843366
2012-11-11 08:15:00,4,4.009384225781608e-07,14.94285714285714,14.3,15.425,75.84285714285716,53.1,92.9,202.0038095238096,160.02222222222218,233.49,0.0,0.0,0.0,0.7000000000000001,0.0,1.225,0.0,0.0,0.0,0.0,0.8999999999999999,2.0,2.0,1.4484775999999986,18.121817532966286,14.15,133.058,13.86,434.0,0.5529999999999999,1.3290817605542655,15.75,597.0,0.9398060739040376,1.4268908555375837
2012-11-11 08:30:00,4,4.0059046885000166e-07,14.842857142857142,13.166666666666666,16.1,76.22857142857143,53.1,93.57500000000002,202.3895238095238,160.0222222222222,234.165,0.0,0.0,0.0,0.3857142857142858,0.0,0.6750000000000003,0.0,0.0,0.0,0.0,0.1,1.3000000000000005,1.3000000000000005,1.3466743999999995,15.876179824352574,14.13,133.108,13.86,435.0,0.5579999999999999,1.348580580877685,15.75,596.0,0.8873825669288635,1.316315716677517
2012-11-11 08:45:00,4,4.002427899496904e-07,15.157142857142857,13.1,16.700000000000003,76.65714285714286,53.1,94.325,202.81809523809525,160.02222222222218,234.915,0.0,0.0,0.0,0.4285714285714286,0.0,0.7500000000000001,0.0,0.0,0.0,0.0,0.0,1.5000000000000002,1.5000000000000002,1.2779043999999988,14.340201523774526,14.165,133.224,13.87,435.0,0.5660000000000001,1.3800103318874395,15.75,596.0,0.8673458695411682,1.282652561941528
2012-11-11 09:00:00,4,3.998953856858381e-07,14.821428571428571,12.516666666666666,16.550000000000004,76.85714285714286,53.1,94.675,203.01809523809527,160.02222222222218,235.265,0.0,0.0,0.0,0.1999999999999999,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.2592072000000003,13.922365227535696,14.18,133.441,13.86,436.0,0.5799999999999998,1.4356937507565837,15.75,595.0,0.8709016144275665,1.244042793675062
2012-11-11 09:15:00,4,3.9954825586716266e-07,13.614285714285712,11.3,15.35,76.85714285714286,53.1,94.675,203.01809523809527,160.02222222222218,235.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2505392000000004,13.72880080054394,14.195,133.903,13.86,436.0,0.5919999999999999,1.4841067618596424,15.75,595.0,0.8635792434215546,1.2267996174038354
