,Evenement,ETP Gaussian,CS20 P Mean,CS20 P Rapid,CS20 P Karst,CS672 P Mean,CS672 P Rapid,CS672 P Karst,CS2688 P Mean,CS2688 P Rapid,CS2688 P Karst,CS8064 P Mean,CS8064 P Rapid,CS8064 P Karst,P Mean,P Rapid,P Karst,Toulon,Cap Cepet,Cas. SAPC,Castellet,Ste Baume,Meounes,Cuers,H LasLagoubran,Q Lagoubran,T Lagoubran,H Ragas,T Ragas,C Ragas,H StAntoine,Q StAntoine,T StAntoine,C StAntoine,Rapid Model,Karst Model
2012-10-08 13:30:00,1,4.687878278514387e-06,0.0,0.0,0.0,0.4714285714285715,0.1333333333333333,0.7250000000000001,11.221428571428572,4.883333333333334,15.974999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3589736000000005,0.0625973690674004,18.71,100.928,,,0.095,0.0866560771591607,16.35,557.0,0.36,0.36
2012-10-08 13:45:00,1,4.684840134982222e-06,0.0,0.0,0.0,0.4571428571428572,0.1333333333333333,0.7,11.221428571428572,4.883333333333334,15.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3603451999999993,0.0655588092883858,18.79,100.928,,,0.096,0.0879913781080728,16.36,557.0,0.36,0.36
2012-10-08 14:00:00,1,4.681803642920131e-06,0.0,0.0,0.0,0.4571428571428572,0.1333333333333333,0.7,11.221428571428572,4.883333333333334,15.974999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3635831999999989,0.0728741452970322,18.87,100.928,,,0.096,0.0879913781080728,16.36,556.0,0.36,0.36
2012-10-08 14:15:00,1,4.6787688016694176e-06,0.0,0.0,0.0,0.4571428571428572,0.1333333333333333,0.7,11.221428571428572,4.883333333333334,15.974999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3631259999999994,0.0718136647503842,18.94,100.928,,,0.096,0.0879913781080728,16.36,556.0,0.36,0.36
2012-10-08 14:30:00,1,4.675735610571496e-06,0.0,0.0,0.0,0.4571428571428572,0.1333333333333333,0.7,11.221428571428572,4.883333333333334,15.974999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3614496000000002,0.0680027613685116,18.86,100.928,,,0.096,0.0879913781080728,16.36,556.0,0.36,0.36
2012-10-08 14:45:00,1,4.67270406896785e-06,0.0,0.0,0.0,0.4571428571428572,0.1333333333333333,0.7,11.221428571428572,4.883333333333334,15.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3613348000000016,0.067746250981886,18.83,100.928,,,0.097,0.0893341743798187,16.35,556.0,0.36,0.36
2012-10-08 15:00:00,1,4.669674176200074e-06,0.0,0.0,0.0,0.4571428571428572,0.1333333333333333,0.7,11.221428571428572,4.883333333333334,15.974999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3580968000000002,0.0607471529526733,18.82,100.928,,,0.096,0.0879913781080728,16.36,556.0,0.36,0.36
2012-10-08 15:15:00,1,4.666645931609839e-06,0.0,0.0,0.0,0.4571428571428572,0.1333333333333333,0.7,11.221428571428572,4.883333333333334,15.974999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3597440000000009,0.064250678366875,18.855,100.928,,,0.097,0.0893341743798187,16.35,556.0,0.36,0.36
2012-10-08 15:30:00,1,4.663619334538924e-06,0.0,0.0,0.0,0.4571428571428572,0.1333333333333333,0.7,11.221428571428572,4.883333333333334,15.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3595728000000005,0.0638810449449951,18.87,100.928,,,0.096,0.0879913781080728,16.35,556.0,0.36,0.36
2012-10-08 15:45:00,1,4.660594384329179e-06,0.0,0.0,0.0,0.4571428571428572,0.1333333333333333,0.7,11.221428571428572,4.883333333333334,15.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3594203999999994,0.0635530746578663,18.88,100.928,,,0.096,0.0879913781080728,16.35,556.0,0.36,0.36
2012-10-08 16:00:00,1,4.657571080322567e-06,0.0,0.0,0.0,0.4571428571428572,0.1333333333333333,0.7,11.221428571428572,4.883333333333334,15.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3577440000000003,0.0600121250254033,18.89,100.928,,,0.096,0.0879913781080728,16.36,556.0,0.36,0.36
2012-10-08 16:15:00,1,4.654549421861122e-06,0.0,0.0,0.0,0.4571428571428571,0.1333333333333333,0.7,11.221428571428572,4.883333333333334,15.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3595915999999999,0.063921573223634,18.9,100.928,,,0.095,0.0866560771591607,16.35,555.0,0.36,0.36
2012-10-08 16:30:00,1,4.651529408286989e-06,0.0,0.0,0.0,0.4571428571428571,0.1333333333333333,0.7,11.221428571428572,4.883333333333334,15.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3606584000000001,0.066246514645234,18.91,100.928,,,0.095,0.0866560771591607,16.35,555.0,0.36,0.36
2012-10-08 16:45:00,1,4.648511038942403e-06,0.0,0.0,0.0,0.4571428571428571,0.1333333333333333,0.7,11.221428571428572,4.883333333333334,15.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3602012000000005,0.0652440534821829,18.915,100.928,,,0.095,0.0866560771591607,16.35,555.0,0.36,0.36
2012-10-08 17:00:00,1,4.645494313169674e-06,0.0,0.0,0.0,0.4571428571428572,0.1333333333333333,0.7,11.221428571428572,4.883333333333334,15.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3638296000000008,0.0734494273260839,18.92,100.928,,,0.094,0.0853282935733413,16.36,555.0,0.36,0.36
2012-10-08 17:15:00,1,4.642479230311226e-06,0.0,0.0,0.0,0.4571428571428571,0.1333333333333333,0.7,11.221428571428572,4.883333333333334,15.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3602867999999989,0.0654310496841303,18.89,100.928,,,0.093,0.0840080497815044,16.35,555.0,0.36,0.36
2012-10-08 17:30:00,1,4.639465789709558e-06,0.0,0.0,0.0,0.4571428571428571,0.1333333333333333,0.7,11.221428571428572,4.883333333333334,15.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3612199999999994,0.067490312752847,18.85,100.928,,,0.093,0.0840080497815044,16.36,555.0,0.36,0.36
2012-10-08 17:45:00,1,4.636453990707279e-06,0.0,0.0,0.0,0.4571428571428571,0.1333333333333333,0.7,11.221428571428572,4.883333333333334,15.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3604580000000013,0.0658059974720171,18.795,100.928,,,0.092,0.0826953686168594,16.36,555.0,0.36,0.36
2012-10-08 18:00:00,1,4.633443832647073e-06,0.0,0.0,0.0,0.4571428571428572,0.1333333333333333,0.7,11.221428571428572,4.883333333333334,15.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3581719999999997,0.0609045267380223,18.72,100.928,,,0.092,0.0826953686168594,16.36,555.0,0.36,0.36
2012-10-08 18:15:00,1,4.630435314871734e-06,0.0,0.0,0.0,0.4571428571428571,0.1333333333333333,0.7,11.221428571428572,4.883333333333334,15.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3570007999999998,0.0584814852839037,18.64,100.928,,,0.091,0.081390273327062,16.35,555.0,0.36,0.36
